context,prefix,namespace,status
bioportal,EP,http://www.cvrgrid.org/ontologies/Electrophysiology#,canonical
bioportal,EPIE,https://pat.nichd.nih.gov/patepigeneticentity/,canonical
bioportal,EPILONT,http://www.semanticweb.org/ontologies/2009/3/EpilepsyOntology.owl#,canonical
bioportal,EPIO,https://bio.scai.fraunhofer.de/ontology/epilepsy#,canonical
bioportal,EPIP,https://pat.nichd.nih.gov/patepigeneticprocess/,canonical
bioportal,EPISEM,http://www.semanticweb.org/danielhier/ontologies/2019/3/untitled-ontology-57/,canonical
bioportal,EPO,http://www.semanticweb.org/ontologies/epo.owl#,canonical
bioportal,EPSO,http://www.case.edu/EpilepsyOntology.owl#,canonical
bioportal,ESSO,http://www.semanticweb.org/rjyy/ontologies/2015/5/ESSO#,canonical
bioportal,ETHANC,https://github.com/VODANA/Controlled-vocabulary/ethanc/,canonical
bioportal,EXACT,http://www.owl-ontologies.com/Ontology1184060740.owl#,canonical
bioportal,EXTRACT,http://purl.org/extract/,canonical
bioportal,FBbi,http://purl.org/obo/owl/FBbi#FBbi_,canonical
bioportal,FCC1,http://www.semanticweb.org/diwaleva/ontologies/2019/9/fcc-ontology#,canonical
bioportal,FDC-GDMT,http://vocab.fairdatacollective.org/gdmt/,canonical
bioportal,FG,https://w3id.org/fair-genomes/ontology/,canonical
bioportal,FHHO,http://www.owl-ontologies.com/Ontology1172270693.owl#,canonical
bioportal,FIRE,http://cerrado.linkeddata.es/ecology/fire#,canonical
bioportal,FISH-AST,http://purl.org/heritagedata/schemes/560/concepts/,canonical
bioportal,FISHO,http://bioportal.bioontology.org/ontologies/FISHO#,canonical
bioportal,FISHO,http://mybiodiversityontologies.um.edu.my/FO.owl#,prefix_alias
bioportal,FLYGLYCODB,http://www.flyglycodb.org/ontologies/2015/,canonical
bioportal,FMA,http://purl.org/sig/ont/fma/,canonical
bioportal,FMA,http://purl.org/obo/owlapi/fma#,prefix_alias
bioportal,FMA,http://sig.uw.edu/fma#,prefix_alias
bioportal,GALEN,http://www.co-ode.org/ontologies/galen#,canonical
bioportal,GAMUTS,http://www.gamuts.net/entity#,canonical
bioportal,GBOL,http://gbol.life/0.1/,canonical
bioportal,GCO,http://rdf.biosemantics.org/ontologies/genomecomponents#,canonical
bioportal,GECKO,OBO:GECKO_,canonical
bioportal,GENE-CDS,http://www.genomic-cds.org/ont/genomic-cds.owl#,canonical
bioportal,GEOSPARQL,http://www.opengis.net/ont/geosparql#,canonical
bioportal,GEOSPECIES,http://rdf.geospecies.org/ont/geospecies#,canonical
bioportal,GEOSPECIES,http://rdf.geospecies.org/ont/geospecies.owl#,prefix_alias
bioportal,GFFO,https://raw.githubusercontent.com/mpievolbio-scicomp/GenomeFeatureFormatOntology/main/gffo#,canonical
bioportal,GFO,http://www.onto-med.de/ontologies/gfo.owl#,canonical
bioportal,GFO,http://www.onto-med.de/ontologies/gfo-basic.owl#,prefix_alias
bioportal,GFO-BIO,http://onto.eva.mpg.de/ontologies/gfo-bio.owl#,canonical
bioportal,GFVO,https://www.codamono.com/biointerchange/gfvo#,canonical
bioportal,GLYCO,http://glycomics.ccrc.uga.edu/ontologies/GlycO#,canonical
bioportal,GLYCOCOO,http://purl.jp/bio/12/glyco/,canonical
bioportal,GML,http://www.opengis.net/ont/gml#,canonical
bioportal,GML,http://loki.cae.drexel.edu/~wbs/ontology/2004/09/ogc-gml#,prefix_alias
bioportal,GMO,http://purl.jp/bio/10/gmo/GMO_,canonical
bioportal,GNO,OBO:GNO_,canonical
bioportal,GO,http://purl.org/obo/owl/GO#GO_,canonical
bioportal,GRO,http://www.bootstrep.eu/ontology/GRO#,canonical
bioportal,GSSO,OBO:GSSO_,canonical
bioportal,GVO,http://genome-variation.org/resource/gvo#,canonical
bioportal,HASCO,http://hadatac.org/ont/hasco/,canonical
bioportal,HCDR,http://www.semanticweb.org/m14067/ontologies/2020/0/untitled-ontology-5#,canonical
bioportal,HCPCS,http://purl.bioontology.org/ontology/HCPCS/,canonical
bioportal,HEIO,http://whistl.uwaterloo.ca/heio.owl#,canonical
bioportal,HFO,http://bmi.utah.edu/ontologies/hfontology/,canonical
bioportal,HGNC,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#HGNC_,canonical
bioportal,HGNC,OBO:HGNC_,prefix_alias
bioportal,HIVO0004,http://bioportal/bioontology.org/ontologies/HIVO0004#,canonical
bioportal,HL7,http://purl.bioontology.org/ontology/HL7/,canonical
bioportal,HLA,http://purl.org/stemnet/HLA#,canonical
bioportal,HMIS033B,http://vocab.vodana.org/hmis033b/,canonical
bioportal,HNS,http://www.humannervousystem.org/KAnOE/2014/dave86#,canonical
bioportal,HRDO,http://www.limics.org/hrdo/HRDO.owl#,canonical
bioportal,HSO,https://w3id.org/hso#,canonical
bioportal,HUPSON,http://scai.fraunhofer.de/HuPSON#,canonical
bioportal,I-ADOPT,https://w3id.org/iadopt/ont/,canonical
bioportal,I2SV,https://i2insights.org/index/integration-and-implementation-sciences-vocabulary#,canonical
bioportal,IAML-MOP,http://data.doremus.org/vocabulary/iaml/mop/,canonical
bioportal,IBO,http://www.semanticweb.org/eamdouni/ontologies/2015/5/IBO#,canonical
bioportal,ICD10,http://purl.bioontology.org/ontology/ICD10/,canonical
bioportal,ICD10,https://cdn.rawgit.com/laiasubirats/rarediseasesontology/master/ICD10_1.0.owl#,prefix_alias
bioportal,ICD10CM,http://purl.bioontology.org/ontology/ICD10CM/,canonical
bioportal,ICD10PCS,http://purl.bioontology.org/ontology/ICD10PCS/,canonical
bioportal,ICD11-BODYSYSTEM,http://who.int/bodysystem.owl#,canonical
bioportal,ICD9CM,http://purl.bioontology.org/ontology/ICD9CM/,canonical
bioportal,ICECI,http://who.int/iceci#,canonical
bioportal,ICECI,http://who.int/iceci.owl#,prefix_alias
bioportal,ICF,http://who.int/icf#,canonical
bioportal,ICNP,http://www.icn.ch/icnp#,canonical
bioportal,ICPC2P,http://purl.bioontology.org/ontology/ICPC2P/,canonical
bioportal,ICPS,http://www.ICPS/ontologies/,canonical
bioportal,ID-AMR,http://purl.org/zonmw/id-amr/,canonical
bioportal,IDEM,http://purl.org/idem/,canonical
bioportal,IDG_GL,http://druggablegenome.net/,canonical
bioportal,IDODEN,http://purl.bioontology.org/ontology/IDODEN_,canonical
bioportal,IMGT-ONTOLOGY,http://www.imgt.org/download/IMGT-ONTOLOGY/IMGT-ONTOLOGY-v1-0-3.owl#,canonical
bioportal,INBIO,http://www.semanticweb.org/rs/ontologies/INBIO#,canonical
bioportal,INBIODIV,http://www.semanticweb.org/mca/ontologies/2018/8/untitled-ontology-47#,canonical
bioportal,INCENTIVE,http://purl.org/incentive/,canonical
bioportal,INCENTIVE-VARS,http://purl.org/incentive/variables/,canonical
bioportal,INFRARISK,https://www.infrarisk-fp7.eu/vocabs/#,canonical
bioportal,INSECTH,http://neuromorpho.org/ontologies/insectH.owl#,canonical
bioportal,INSNAME,https://www.vodan-totafrica.info/vocs/institutions/,canonical
bioportal,IntAct,http://identifiers.org/intact/,canonical
bioportal,INTO,http://www.semanticweb.org/Terrorism#,canonical
bioportal,INVERSEROLES,http://rds.posccaesar.org/2008/02/OWL/ISO-15926-2_2003#,canonical
bioportal,IRD,http://www.semanticweb.org/msh/ontologies/2019/9/untitled-ontology-3#,canonical
bioportal,IRDG,http://www.semanticweb.org/IRDGuyamazon#,canonical
bioportal,ISO-15926-2_2003,http://rds.posccaesar.org/2008/02/OWL/ISO-15926-2_2003#,namespace_alias
bioportal,ISO19108TO,http://def.isotc211.org/iso19108/2006/,canonical
bioportal,ISO19110,http://def.isotc211.org/iso19110/2005/,canonical
bioportal,ISO19115,http://loki.cae.drexel.edu/~wbs/ontology/2004/09/iso-19115#,canonical
bioportal,ISO19115CC,http://def.isotc211.org/iso19115/-1/2014/CommonClasses/code/,canonical
bioportal,ISO19115ID,http://def.isotc211.org/iso19115/2003/,canonical
bioportal,ISO19115PR,http://www.geosciml.org/vocabularies/iso-19115-codelists.owl#,canonical
bioportal,ISO19115PR,http://www.geosciml.org/vocabularies/iso-19115-codes.owl#,prefix_alias
bioportal,ISSVA,http://purl.bioontology.org/ontology/ISSVA/,canonical
bioportal,JERM,http://jermontology.org/ontology/JERMOntology#,canonical
bioportal,KISAO,http://www.biomodels.net/kisao/KISAO#KISAO_,canonical
bioportal,KORO,http://www.knowledgegrid.org/koro#,canonical
bioportal,KORO,http://www.knowledgegrid.org/koro/1.0.0/koro.owl#,prefix_alias
bioportal,LAND-SURFACE,http://anzsoil.org/def/au/asls/land-surface/,canonical
bioportal,LANDFORM,http://anzsoil.org/def/au/asls/landform/,canonical
bioportal,LDA,http://www.semanticweb.org/ontologies/2008/10/languageacquisition_autism.owl#,canonical
bioportal,LEGALAPA,http://www.semanticweb.org/ontologies/2014/11/legal.owl#,canonical
bioportal,LEGALAPATEST2,http://www.semanticweb.org/ontologies/2014/11/legal-2.owl#,canonical
bioportal,LICO,http://vavlab.ee.boun.edu.tr/carera/khaos/lico.owl#,canonical
bioportal,LOINC,http://purl.bioontology.org/ontology/LNC/,canonical
bioportal,LONGCOVID,http://www.semanticweb.org/orchid/ontologies/2021/Long-Covid-Phenotype-Ontology#,canonical
bioportal,LUNGMAP_H_CELL,OBO:LMHA_,canonical
bioportal,LUNGMAP_M_CELL,OBO:LMMA_,canonical
bioportal,M4M19-SUBS,http://purl.org/m4m19/subjects/,canonical
bioportal,M4M19-VARS,http://purl.org/m4m19/variables#,canonical
bioportal,MATRELEMENT,http://sweet.jpl.nasa.gov/2.3/matrElement.owl#,canonical
bioportal,MATRROCK,http://sweet.jpl.nasa.gov/2.3/matrRock.owl#,canonical
bioportal,MATRROCKIGNEOUS,http://sweet.jpl.nasa.gov/2.3/matrRockIgneous.owl#,canonical
bioportal,MCBCC,OBO:MCBCC_,canonical
bioportal,MCCL,http://purl.bioontology.org/ontology/MCCL/CL__,canonical
bioportal,MCCL,http://www.semanticweb.org/pallabi.d/ontologies/2014/2/untitled-ontology-11#,prefix_alias
bioportal,MDDB,http://purl.bioontology.org/ontology/MDDB/,canonical
bioportal,MEDLINEPLUS,http://purl.bioontology.org/ontology/MEDLINEPLUS/,canonical
bioportal,MEDO,http://www.ebi.ac.uk/efo/medo/MEDO_,canonical
bioportal,MEDO,http://www.ebi.ac.uk/medo/,prefix_alias
bioportal,MEO,http://purl.jp/bio/11/meo/,canonical
bioportal,MESH,http://purl.bioontology.org/ontology/MESH/,canonical
bioportal,MHC,http://purl.org/stemnet/MHC#,canonical
bioportal,MIM,http://purl.bioontology.org/ontology/MIM#,canonical
bioportal,MIRO,OBO:miro#,canonical
bioportal,MIXS,https://w3id.org/mixs/terms/,canonical
bioportal,MIXS,https://w3id.org/mixs/vocab/,prefix_alias
bioportal,MOC,http://sweet.jpl.nasa.gov/2.3/matrOrganicCompound.owl#,canonical
bioportal,MODSCI,https://w3id.org/skgo/modsci#,canonical
bioportal,MONO,http://www.owl-ontologies.com/MO.owl#,canonical
bioportal,MOSAIC,https://purl.dataone.org/odo/MOSAIC_,canonical
bioportal,MSO,http://scai.fraunhofer.de/MSOntology#,canonical
bioportal,MSTDE,http://purl.bioontology.org/ontology/MSTDE/,canonical
bioportal,MSTDE-FRE,http://purl.bioontology.org/ontology/MSTDE-FRE/,canonical
bioportal,MSV,http://purl.jp/bio/11/msv/,canonical
bioportal,NCBIGene,http://identifiers.org/ncbigene/,canonical
bioportal,NCBIGene,OBO:NCBIGene_,prefix_alias
bioportal,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/,canonical
bioportal,NCBITAXON,http://www.ncbi.nlm.nih.gov/taxonomy/,prefix_alias
bioportal,NCBITAXON,OBO:NCBITAXON_,prefix_alias
bioportal,NCCNEHR,http://www.semanticweb.org/lamb/ontologies/NCCN-EHR#,canonical
bioportal,NCCO,http://www.semanticweb.org/vanessa/ontologies/2012/7/untitled-ontology-33#,canonical
bioportal,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#,canonical
bioportal,NDDF,http://purl.bioontology.org/ontology/NDDF/,canonical
bioportal,NDDO,http://www.purl.org/NDDO/,canonical
bioportal,NDFRT,http://purl.bioontology.org/ontology/NDFRT/,canonical
bioportal,NDFRT,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#,prefix_alias
bioportal,NEICBEER,http://ontology.deic.dk/cv/beer-ontology/,canonical
bioportal,NEOMARK3,http://www.neomark.eu/ontologies/,canonical
bioportal,NEOMARK4,http://neomark.owl#,canonical
bioportal,NEUDIGS,http://bmkeg.isi.edu/neuDIGs#,canonical
bioportal,NEUMORE,http://neumore.cis.usouthal.edu/ontologies/NeuMORE-v0.1.owl#,canonical
bioportal,NIFCELL,http://ontology.neuinfo.org/NIF/BiomaterialEntities/NIF-Cell.owl#,canonical
bioportal,NIHSS,https://mre.zcu.cz/ontology/nihss.owl#,canonical
bioportal,NMOBR,http://neuromorpho.org/ontologies/NMOSp.owl#,canonical
bioportal,NMR,http://nmrML.org/nmrCV#,canonical
bioportal,NPI,http://purl.bioontology.org/ontology/NPI#,canonical
bioportal,NPO,http://purl.bioontology.org/ontology/npo#,canonical
bioportal,OA,http://www.w3.org/ns/oa#,canonical
bioportal,OBOE,http://ecoinformatics.org/oboe/oboe.1.2/,canonical
bioportal,OBOREL,http://www.obofoundry.org/ro/ro.owl#,canonical
bioportal,OBOREL,OBO:OBO_REL#_,prefix_alias
bioportal,OBS,http://www.semanticweb.org/bito2/ontologies/2021/3/untitled-ontology-11#,canonical
bioportal,OCIMIDO,https://github.com/sap218/ocimido/blob/master/ontology/ocimido.owl#,canonical
bioportal,OCRE,http://purl.org/net/OCRe/,canonical
bioportal,OGR,http://www.owl-ontologies.com/GeographicalRegion.owl#,canonical
bioportal,OGROUP,http://protozoadb.biowebdb.org/22/ogroup#,canonical
bioportal,OM,http://www.ontology-of-units-of-measure.org/resource/,canonical
bioportal,OMIM,http://purl.bioontology.org/ontology/OMIM/,canonical
bioportal,OMIM,http://identifiers.org/omim/,prefix_alias
bioportal,OMV,http://omv.ontoware.org/2005/05/ontology#,canonical
bioportal,ONL-DP,http://neurolog.unice.fr/ontoneurolog/v3.0/ontoneurolog-dataset-processing.owl#,canonical
bioportal,ONL-TASKS,http://www.semanticweb.org/bakaev/ontologies/2020/3/untitled-ontology-25#,canonical
bioportal,ONLIRA,http://vavlab.ee.boun.edu.tr/carera/onlira.owl#,canonical
bioportal,ONSTR,http://onstr.googlecode.com/svn/tags/currentRelease/2014-09-03/ONSTR.owl#ONSTR_,canonical
bioportal,ONTOAD,http://doe-generated-ontology.com/OntoAD#,canonical
bioportal,ONTODM,http://www.ontodm.com/OntoDM-core/OntoDM_,canonical
bioportal,ONTODM,http://kt.ijs.si/panovp/OntoDM#OntoDM_,prefix_alias
bioportal,ONTODT,http://ontodm.com/OntoDT#,canonical
bioportal,ONTODT,http://www.ontodm.com/OntoDT#,prefix_alias
bioportal,ONTOLURGENCES,http://www.limics.fr/ontologies/ontolurgences#,canonical
bioportal,ONTOPBM,http://w3id.org/ontopbm#OntoPBM_,canonical
bioportal,ONTOPNEUMO,http://doe-generated-ontology.com/OntoPneumo#,canonical
bioportal,ONTOSIM,http://www.semanticweb.org/DIASUS/OntoSIM#,canonical
bioportal,ONTOSINASC,http://www.semanticweb.org/DIASUS/OntoSINASC#,canonical
bioportal,ONTOTOX,http://OntoTox.owl#,canonical
bioportal,OOEVV,http://bmkeg.isi.edu/ooevv/,canonical
bioportal,OPB,http://bhi.washington.edu/OPB#OPB_,canonical
bioportal,OPB,http://bhi.washington.edu/OPB##,prefix_alias
bioportal,OPDE,http://www.mudhc.edu.et/template-vocabulary#,canonical
bioportal,OPE,http://www.semanticweb.org/ontologies/2013/2/OPE.owl#,canonical
bioportal,OPTION-ONTOLOGY,http://w3id.org/ontoopt/,canonical
bioportal,ORCS,OBO:ORCS_,canonical
bioportal,ORTH,http://purl.org/net/orth#,canonical
bioportal,OSM,https://saudeconectada.org/saude_mental.owl#,canonical
bioportal,PANDA,http://purl.bioontology.org/net/brunel/panda#,canonical
bioportal,PANET,http://purl.org/pan-science/PaNET/,canonical
bioportal,PATCT,https://pat.nichd.nih.gov/placentalcelltype/,canonical
bioportal,PATEL,http://www.semanticweb.org/ambrish/ontologies/2020/10/untitled-ontology-24#,canonical
bioportal,PATGV,https://pat.nichd.nih.gov/patgeneticvariance/,canonical
bioportal,PATHLEX,http://www.semanticweb.org/david/ontologies/2013/0/pathLex.owl#,canonical
bioportal,PATIT,https://pat.nichd.nih.gov/patinvestigativetechniques/,canonical
bioportal,PATMHC,http://pat.nichd.nih.gov/maternalconditions/,canonical
bioportal,PATO,http://purl.obolibrary.org/obo/PATO_,canonical
bioportal,PCALION,http://www.semanticweb.org/ontologies/Prostate_cancer#,canonical
bioportal,PDO,http://purl.jp/bio/11/pdo/,canonical
bioportal,PDON,http://www.semanticweb.org/ontologies/2011/1/Ontology1296772722296.owl#,canonical
bioportal,PDQ,http://purl.bioontology.org/ontology/PDQ/,canonical
bioportal,PDRO,OBO:PDRO/PDRO.owl#,canonical
bioportal,PDUMDV,OBO:PdumDv_,canonical
bioportal,PE,http://bmi.utah.edu/ontologies/peontology/,canonical
bioportal,PE-O,http://www.pepathway.org/peo/1.2#,canonical
bioportal,PE-O,http://www.pepathway.org/peo/1.1#,prefix_alias
bioportal,PEDTERM,http://www.owl-ontologies.com/Ontology1358660052.owl#,canonical
bioportal,PEO,http://knoesis.wright.edu/ParasiteExperiment.owl#,canonical
bioportal,PESONT,http://www.semanticweb.org/patienceusip/ontologies/2021/7/untitled-ontology-23#,canonical
bioportal,PGXO,http://pgxo.loria.fr/,canonical
bioportal,PHENX,http://purl.bioontology.org/ontology/phenX/,canonical
bioportal,PHYLONT,http://www.semanticweb.org/ontologies/2011/7/Ontology1314368515010.owl#,canonical
bioportal,PIERO,http://reactionontology.org/piero/,canonical
bioportal,PLIO,http://www.semanticweb.org/ontologies/2010/3/Ontology1271664172453.owl#,canonical
bioportal,PLOSTHES,http://localhost/plosthes.2017-1#,canonical
bioportal,PMD,http://www.onto-med.de/ontologies/gfo-persian-medicine-diseases.owl#,canonical
bioportal,PMDO,http://www.case.edu/PMDO#,canonical
bioportal,PMO,http://performedmusicontology.org/ontology/,canonical
bioportal,PMO-SPEED,http://performedmusicontology.org/ontologies/vocabularies/playing_speed/,canonical
bioportal,PMR,http://purl.bioontology.org/ontology/PMR.owl#,canonical
bioportal,PP,https://bitbucket.org/PlantExpAssay/ontology/raw/v0.1/PipelinePatterns.owl#P,canonical
bioportal,PR,OBO:pr#,canonical
bioportal,PREGONTO,http://www.clininf.eu/pregnancy#,canonical
bioportal,PREO,http://presence-ontology.org/ontology//,canonical
bioportal,PROCCHEMICAL,http://sweet.jpl.nasa.gov/2.3/propChemical.owl#,canonical
bioportal,PROJ,http://linked.data.gov.au/def/project/,canonical
bioportal,PROPREO,http://lsdis.cs.uga.edu/projects/glycomics/propreo#,canonical
bioportal,PROVO,http://www.w3.org/ns/prov-o#,canonical
bioportal,PROVO,http://www.w3.org/ns/prov-o-20130312#,prefix_alias
bioportal,PSO_2,http://ontorion.com/PSO#,canonical
bioportal,QUDT,http://qudt.org/schema/,canonical
bioportal,QUDT,http://qudt.org/2.1/schema/,prefix_alias
bioportal,RADLEX,http://radlex.org/RID/,canonical
bioportal,RADLEX,http://www.radlex.org/RID/,prefix_alias
bioportal,RADXTT-MVREASONS,https://radx.orgx/vocs/missing-value-reason/,canonical
bioportal,RCD,http://purl.bioontology.org/ontology/RCD/,canonical
bioportal,RCTONT,http://www.owl-ontologies.com/RCTOntology.owl#,canonical
bioportal,RCTV2,http://purl.bioontology.org/ontology/RCTV2/,canonical
bioportal,RDA-CONTENT,http://rdaregistry.info/termList/RDAContentType#,canonical
bioportal,REPO,http://purl.bioontology.org/ontology/REPO.owl#,canonical
bioportal,RH-MESH,http://phenomebrowser.net/ontologies/mesh/mesh.owl#,canonical
bioportal,RO,http://www.radiomics.org/RO/,canonical
bioportal,ROLEO,OBO:RoleO_,canonical
bioportal,ROO,http://www.cancerdata.org/roo/,canonical
bioportal,ROS,urn:absolute:RadiationOncologyStructuresOntology#,canonical
bioportal,RPO,http://www.semanticweb.org/ontologies/2012/5/Ontology1338526551855.owl#,canonical
bioportal,RSA,http://rdf.biosemantics.org/ontologies/rsa#,canonical
bioportal,RVO,http://w3id.org/rv-ontology#,canonical
bioportal,SAO,http://ccdb.ucsd.edu/SAO/1.2#,canonical
bioportal,SARSMUTONTO,file://C/Users/Jamal/Desktop/SARSMutOnto.owl#,canonical
bioportal,SBO,http://purl.bioontology.org/ontology/SBO/SBO_,canonical
bioportal,SBO,http://biomodels.net/SBO/SBO_,prefix_alias
bioportal,SBOL,OBO:SBOL_,canonical
bioportal,SCHEMA,http://schema.org/,canonical
bioportal,SCHEMA,http://meta.schema.org/,prefix_alias
bioportal,SCHEMA,http://www.w3.org/wiki/WebSchemas/,prefix_alias
bioportal,SCHEMA,https://www.w3.org/wiki/WebSchemas/,prefix_alias
bioportal,SCIO,http://psink.de/scio/,canonical
bioportal,SD3,http://www.wiser.pitt.edu/ontologies/SimulationScenarioDeviations.owl#,canonical
bioportal,SDO,http://mimi.case.edu/ontologies/2009/1/SDO.owl#,canonical
bioportal,SEDI,http://semantic-dicom.org/dcm#,canonical
bioportal,SENSO,http://purl.dataone.org/odo/SENSO_,canonical
bioportal,SEQ,http://www.ontologydesignpatterns.org/cp/owl/sequence.owl#,canonical
bioportal,SHR,http://www.shojaee.com/shr/shr.owl#,canonical
bioportal,SITBAC,http://www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.owl#,canonical
bioportal,SK,http://www.semanticweb.org/sandeepak/digitalforensic#,canonical
bioportal,SMASH,http://aimlab.cs.uoregon.edu/smash/ontologies/smash-ontology#,canonical
bioportal,SMASH,http://aimlab.cs.uoregon.edu/smash/ontologies/biomarker.owl#,prefix_alias
bioportal,SMASH,http://aimlab.cs.uoregon.edu/smash/ontologies/physical-activity.owl#,prefix_alias
bioportal,SMASH,http://aimlab.cs.uoregon.edu/smash/ontologies/social-activity.owl#,prefix_alias
bioportal,SNMI,http://purl.bioontology.org/ontology/SNMI/,canonical
bioportal,SNOMEDCT,http://purl.bioontology.org/ontology/SNOMEDCT/,canonical
bioportal,SNPO,http://www.loria.fr/~coulet/ontology/snpontology/version1.6/snpontology_full.owl#,canonical
bioportal,SO,http://purl.org/obo/owl/SO#SO_,canonical
bioportal,SOCPRES,http://www.semanticweb.org/social-prescribing#,canonical
bioportal,SOPHARM,http://www.loria.fr/~coulet/sopharm/SOPHARM_,canonical
bioportal,SOY,OBO:SOY_,canonical
bioportal,SP,http://purl.org/net/SMARTprotocol#,canonical
bioportal,SPO,http://www.semanticweb.org/ontologies/2008/8/MultiscaleSkinPhysiologyOntology.owl#,canonical
bioportal,SPO,http://www.semanticweb.org/ontologies/2008/8/SPO_lightweight_merged.owl#,prefix_alias
bioportal,SPTO,OBO:SP_,canonical
bioportal,SSN,http://www.w3.org/ns/ssn/,canonical
bioportal,SSO,http://surveillance.mcgill.ca/sso/syndromes.owl#,canonical
bioportal,SSO,http://www.medicine.mcgill.ca/epidemiology/buckeridge/syndromes.owl#,prefix_alias
bioportal,STMSO,https://bioportal.bioontology.org/ontologies/STMSO#,canonical
bioportal,STY,http://purl.bioontology.org/ontology/STY/,canonical
bioportal,SURGICAL,http://www.cablesat.com.au/research/,canonical
bioportal,SWEET,http://sweetontology.net/,canonical
bioportal,SWO,http://www.ebi.ac.uk/swo/SWO_,canonical
bioportal,SWO,http://www.ebi.ac.uk/efo/swo/SWO_,prefix_alias
bioportal,SWO,http://www.ebi.ac.uk/swo/algorithm/SWO_,prefix_alias
bioportal,SWO,http://www.ebi.ac.uk/swo/data/SWO_,prefix_alias
bioportal,SWO,http://www.ebi.ac.uk/swo/interface/SWO_,prefix_alias
bioportal,SWO,http://www.ebi.ac.uk/swo/license/SWO_,prefix_alias
bioportal,SWO,http://www.ebi.ac.uk/swo/objective/SWO_,prefix_alias
bioportal,SWO,http://www.ebi.ac.uk/swo/organization/SWO_,prefix_alias
bioportal,SWO,http://www.ebi.ac.uk/swo/version/SWO_,prefix_alias
bioportal,TAXRANK,OBO:taxrank.owl#,canonical
bioportal,TCDO,http://OntoTCM.org.cn/ontologies/TCDO_,canonical
bioportal,TCO,http://www.semanticweb.org/hx-jta/ontologies/thyroid_cancer_ontology#,canonical
bioportal,TDWGSPEC,http://rs.tdwg.org/ontology/voc/Specimen#,canonical
bioportal,TEDDY,http://identifiers.org/teddy/TEDDY_,canonical
bioportal,TEO,http://informatics.mayo.edu/TEO.owl#TEO_,canonical
bioportal,TESTEX,https://bioportal.databiology.com/test1.owl#,canonical
bioportal,TIME,http://www.w3.org/2006/time#,canonical
bioportal,TIMEBANK,https://w3id.org/timebank#,canonical
bioportal,TM-CONST,http://who.int/ictm/constitution#,canonical
bioportal,TM-MER,http://who.int/ictm/meridians#,canonical
bioportal,TM-SIGNS-AND-SYMPTS,http://who.int/ictm/signsAndSymptoms#,canonical
bioportal,TMA,http://bioontology.org/ontologies/tma-minimal#,canonical
bioportal,TMO,http://www.w3.org/2001/sw/hcls/ns/transmed/,canonical
bioportal,TOK,http://cui.unige.ch/isi/onto/tok/TOK.owl#,canonical
bioportal,TOP-MENELAS,http://www.limics.fr/ontologies/menelastop#,canonical
bioportal,TRAK,OBO:TRAK_,canonical
bioportal,TRIAGE,http://www.semanticweb.org/philshields/ontologies/2015/4/untitled-ontology-59#,canonical
bioportal,TRON,OBO:TrOn_,canonical
bioportal,TXPO,OBO:TXPO_,canonical
bioportal,TYPON,http://purl.phyloviz.net/ontology/typon#,canonical
bioportal,UMMS,https://w3id.org/umms/ekg/onto01/,canonical
bioportal,UNITSONT,http://mimi.case.edu/ontologies/2009/1/UnitsOntology#,canonical
bioportal,UPA,OBO:UPa_,canonical
bioportal,VANDF,http://purl.bioontology.org/ontology/VANDF/,canonical
bioportal,VARIO,OBO:VariO_,canonical
bioportal,VDOT,http://www.ifomis.org/vdot/vdot_core.owl#vdot_,canonical
bioportal,VEO,http://sbmi.uth.tmc.edu/ontology/VEO#,canonical
bioportal,VIDO,OBO:VIDO_,canonical
bioportal,VODANADISEASES,http://vocab.vodan-totafrica.info/vodana-terms/vdiseases/,canonical
bioportal,VODANAMFLCODE,http://vocab.vodana.org/vmfl/,canonical
bioportal,WB-LS,OBO:WBls_,canonical
bioportal,WC,OBO:WC_,canonical
bioportal,WEAR,http://purl.org/wear/,canonical
bioportal,WEAVE,http://purl.org/weave/,canonical
bioportal,WETAXTOPICS,http://purl.org/neat/,canonical
bioportal,WIKIPATHWAYS,http://vocabularies.wikipathways.org/wp#,canonical
bioportal,WIKIPATHWAYS,http://vocabularies.wikipathways.org/wpTypes#,prefix_alias
bioportal,WSIO,OBO:WSIO_,canonical
bioportal,WSIO,OBO:http://wsio.org#,prefix_alias
bioportal,XEO,OBO:XEO_,canonical
bioportal,XLMOD,OBO:XLMOD_,canonical
bioportal,XPO,OBO:XPO_,canonical
bioportal,XREF-FUNDER-REF,http://data.crossref.org/fundingdata/vocabulary/Label-,canonical
bioportal,ZONMW-ADMIN-MD,http://www.fair-data-collective.com/zonmw/projectadmin/,canonical
bioportal,ZONMW-CONTENT,http://purl.org/zonmw/covid19/,canonical
bioportal,ZONMW-GENERIC,http://purl.org/zonmw/generic/,canonical
